,age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
12102,48,4,1,3,0,0,0,0,9,20,9,16,-1,0,9,0
12103,40,3,1,3,0,238,0,0,9,20,6,3,-1,0,9,0
12104,36,10,1,2,0,904,0,0,9,20,10,8,-1,0,9,0
12105,36,3,1,2,0,873,1,0,9,20,44,3,-1,0,9,0
12106,51,1,1,1,0,1348,1,0,9,20,9,19,-1,0,9,0
12107,30,1,1,1,0,-250,1,0,9,20,11,6,-1,0,9,0
12108,40,5,1,2,0,67,0,1,9,20,70,5,-1,0,9,0
12109,47,3,2,2,0,18,1,0,9,20,12,24,-1,0,9,0
12110,46,1,2,1,0,-49,1,0,9,20,10,23,-1,0,9,0
12111,28,3,1,2,0,-267,1,0,9,20,86,4,-1,0,9,0
12112,45,2,1,2,0,3492,1,1,9,20,46,4,-1,0,9,0
12113,39,2,1,1,0,861,0,0,9,20,32,5,-1,0,9,0
12114,60,3,1,3,0,1472,0,0,9,20,36,4,-1,0,9,0
12115,53,3,1,9,0,-491,1,0,9,20,124,4,-1,0,9,0
12116,56,4,1,1,0,5769,0,0,9,20,15,3,-1,0,9,0
12117,51,7,1,2,0,1377,0,0,9,20,9,2,-1,0,9,0
12118,46,5,1,9,0,2115,1,0,9,20,10,3,-1,0,9,0
12119,45,3,1,2,0,-35,1,1,9,20,145,24,-1,0,9,0
12120,39,2,1,1,0,-218,0,0,9,20,8,13,-1,0,9,0
12121,39,2,1,2,0,10236,0,0,9,20,10,3,-1,0,9,0
12122,45,9,2,1,0,2098,0,0,9,20,81,3,-1,0,9,0
12123,35,3,1,2,0,306,0,0,9,20,12,8,-1,0,9,0
12124,25,6,1,2,0,3856,1,0,9,20,16,28,-1,0,9,0
12125,40,8,1,1,0,1558,1,0,9,20,44,15,-1,0,9,0
12126,40,3,1,2,0,925,1,1,9,20,22,8,-1,0,9,0
12127,38,3,1,2,0,0,0,0,9,20,152,5,-1,0,9,0
12128,45,8,1,2,0,736,0,0,9,20,13,2,-1,0,9,0
12129,47,6,1,2,0,0,0,1,9,20,51,2,-1,0,9,0
12130,57,4,1,2,0,274,0,1,9,20,41,3,-1,0,9,0
12131,35,6,2,2,0,1529,0,0,9,20,20,5,-1,0,9,0
12132,47,1,1,1,0,866,0,0,9,20,7,7,-1,0,9,0
12133,57,4,1,2,0,573,0,0,9,20,53,11,-1,0,9,0
12134,48,5,1,3,0,607,0,0,9,20,29,2,-1,0,9,0
12135,42,1,1,1,0,-1613,1,0,9,20,9,18,-1,0,9,0
12136,44,3,1,3,0,2657,1,0,9,20,202,2,-1,0,9,0
12137,36,3,2,2,0,1237,1,0,9,20,310,2,-1,0,9,0
12138,41,6,1,2,0,0,0,0,9,20,204,2,-1,0,9,0
12139,60,7,1,2,0,17339,0,0,9,20,50,11,-1,0,9,0
12140,45,7,1,3,0,112,0,0,9,20,298,4,-1,0,9,0
12141,36,8,1,1,0,4145,0,0,9,20,988,4,-1,0,9,1
12142,29,3,1,2,0,1661,1,0,9,23,123,2,-1,0,9,0
12143,27,3,1,2,1,-27,0,0,9,23,498,2,-1,0,9,1
12144,26,5,1,3,0,-122,1,0,9,23,670,3,-1,0,9,1
12145,26,3,1,2,0,490,1,0,9,23,82,5,-1,0,9,0
12146,22,2,1,2,0,4659,1,0,9,23,53,4,-1,0,9,0
12147,25,3,1,2,0,-350,1,0,9,23,95,3,-1,0,9,0
12148,29,3,1,2,1,-580,1,0,9,23,123,2,-1,0,9,0
12149,58,8,2,2,0,0,0,0,9,23,598,2,-1,0,9,0
12150,56,3,2,9,0,1363,0,0,9,23,54,3,-1,0,9,0
12151,55,2,1,2,0,77,1,0,9,23,364,2,-1,0,9,0
12152,55,4,2,3,0,1420,0,0,9,23,655,4,-1,0,9,0
12153,47,1,1,1,0,2716,0,0,9,23,339,4,-1,0,9,0
12154,43,1,1,1,0,149,1,0,9,23,662,2,-1,0,9,1
12155,46,6,1,2,0,1400,0,0,9,23,25,2,-1,0,9,0
12156,48,1,1,1,0,940,0,0,9,23,216,3,-1,0,9,0
12157,40,1,1,1,1,-1036,1,1,9,23,41,2,-1,0,9,0
12158,34,2,1,2,0,1,1,0,9,24,165,5,-1,0,9,0
12159,42,7,2,1,0,360,1,0,9,24,110,5,-1,0,9,0
12160,33,3,1,1,0,350,1,0,9,24,137,5,-1,0,9,0
12161,36,1,2,1,1,20,0,1,9,24,62,5,-1,0,9,0
12162,55,1,1,1,0,5804,0,0,9,24,56,3,-1,0,9,0
12163,42,9,1,2,0,341,0,0,9,24,790,3,-1,0,9,0
12164,36,3,1,2,0,56,0,0,9,24,481,6,-1,0,9,0
12165,60,1,1,9,0,1046,1,0,9,24,32,3,-1,0,9,0
12166,44,1,1,3,0,107,0,0,9,24,183,3,-1,0,9,0
12167,48,3,1,2,0,2288,0,0,9,24,114,4,-1,0,9,0
12168,50,5,1,2,0,1318,0,1,9,24,146,3,-1,0,9,0
12169,42,9,1,3,0,1343,1,0,9,24,404,3,-1,0,9,0
12170,25,3,1,3,0,52,1,0,9,24,528,2,-1,0,9,1
12171,31,2,1,1,0,1197,1,0,9,24,351,3,-1,0,9,0
12172,53,9,1,3,0,0,0,0,9,24,51,8,-1,0,9,0
12173,53,3,1,2,0,3815,0,0,9,24,237,3,-1,0,9,0
12174,35,5,1,2,0,8652,1,0,9,24,103,6,-1,0,9,0
12175,53,3,1,2,0,21522,0,0,9,24,146,4,-1,0,9,0
12176,25,3,1,1,0,0,0,0,9,25,347,1,-1,0,9,0
12177,29,3,1,2,0,214,1,1,9,25,372,5,-1,0,9,0
12178,57,2,1,1,0,711,0,0,9,25,411,1,-1,0,9,0
12179,49,9,1,3,0,57,0,1,9,25,151,1,-1,0,9,0
12180,59,2,1,1,0,-91,0,0,9,25,157,1,-1,0,9,0
12181,50,3,1,2,0,-253,0,0,9,25,43,1,-1,0,9,0
12182,46,6,1,2,0,25,0,1,9,25,167,2,-1,0,9,0
12183,50,1,1,1,0,-94,0,1,9,25,75,1,-1,0,9,0
12184,58,3,1,2,0,2592,1,0,9,25,249,1,-1,0,9,0
12185,34,2,1,2,0,1,0,1,9,25,53,1,-1,0,9,0
12186,47,4,1,3,0,-468,0,1,9,25,268,1,-1,0,9,0
12187,57,4,1,3,0,37,0,0,9,25,259,2,-1,0,9,0
12188,51,6,1,2,0,-1136,0,1,9,25,155,1,-1,0,9,0
12189,34,5,1,2,0,1,0,0,9,25,247,1,-1,0,9,0
12190,47,2,1,2,0,80,0,1,9,25,100,1,-1,0,9,0
12191,42,7,1,1,0,-266,0,1,9,25,322,1,-1,0,9,0
12192,39,6,2,2,0,0,1,1,9,25,93,2,-1,0,9,0
12193,47,6,1,2,0,-835,1,1,9,25,231,1,-1,0,9,0
12194,46,2,2,2,0,129,0,0,9,25,75,2,-1,0,9,0
12195,58,3,2,2,0,314,0,0,9,25,67,2,-1,0,9,0
12196,42,2,1,2,0,-15,0,0,9,25,71,1,-1,0,9,0
12197,56,9,1,2,0,594,1,1,9,25,151,1,-1,0,9,0
12198,40,3,2,9,0,0,0,1,9,25,91,2,-1,0,9,0
12199,31,8,1,2,0,3242,0,0,9,25,292,2,-1,0,9,0
12200,29,3,2,2,0,0,1,0,9,25,281,3,-1,0,9,0
12201,42,1,1,1,0,433,1,0,9,25,375,2,-1,0,9,0
12202,43,3,1,3,0,720,0,0,9,25,168,8,-1,0,9,0
12203,38,6,1,2,0,-140,0,0,9,25,456,3,-1,0,9,0
12204,45,5,1,2,0,400,1,1,9,25,103,5,-1,0,9,0
12205,41,3,1,3,0,381,0,0,9,25,305,4,-1,0,9,0
12206,29,1,1,1,0,42,1,0,9,26,91,4,-1,0,9,0
12207,47,3,2,2,1,0,0,1,9,26,622,3,-1,0,9,0
12208,37,7,1,1,0,3759,0,0,9,26,650,2,-1,0,9,0
12209,40,2,1,2,0,0,0,1,9,26,178,2,-1,0,9,0
12210,34,8,1,2,0,0,0,1,9,26,465,2,-1,0,9,0
12211,50,5,1,2,0,0,1,1,9,26,626,2,-1,0,9,0
12212,36,3,1,2,0,74,1,0,9,26,322,2,-1,0,9,0
12213,32,5,1,2,0,159,0,1,9,26,177,1,-1,0,9,0
12214,27,3,1,1,0,335,1,0,9,26,519,3,-1,0,9,1
12215,32,5,1,1,0,328,1,1,9,26,271,1,-1,0,9,0
12216,60,4,2,1,0,1349,0,1,9,26,198,2,-1,0,9,0
12217,30,2,1,1,0,526,1,1,9,26,677,3,-1,0,9,1
12218,52,6,1,2,0,-1,0,1,9,26,138,3,-1,0,9,0
12219,57,7,1,2,0,35,0,1,9,26,215,3,-1,0,9,0
12220,48,3,1,2,0,341,1,1,9,26,251,3,-1,0,9,0
12221,28,3,1,3,0,702,1,0,9,26,318,2,-1,0,9,0
12222,49,2,2,2,0,-53,1,1,9,26,253,1,-1,0,9,0
12223,43,6,2,1,0,2279,0,1,9,26,344,1,-1,0,9,0
12224,28,1,1,1,0,282,1,0,9,26,301,4,-1,0,9,0
12225,44,2,1,2,0,-153,0,1,9,26,197,1,-1,0,9,0
12226,36,3,1,2,0,2103,0,1,9,26,71,1,-1,0,9,0
12227,42,3,1,2,0,160,1,1,9,26,190,1,-1,0,9,0
12228,52,5,1,2,0,192,0,1,9,26,93,1,-1,0,9,0
12229,30,6,1,2,0,1881,0,1,9,26,29,1,-1,0,9,0
12230,54,6,1,2,0,8289,0,0,9,26,133,2,-1,0,9,0
12231,46,2,1,1,0,157,0,0,9,26,150,1,-1,0,9,0
12232,22,3,1,2,0,-295,1,0,9,26,150,2,-1,0,9,0
12233,41,5,2,2,0,303,0,0,9,26,182,2,-1,0,9,0
12234,36,3,1,3,0,367,0,0,9,26,277,1,-1,0,9,0
12235,28,3,1,2,0,196,1,0,9,26,176,7,-1,0,9,0
12236,25,5,1,2,0,681,1,0,9,26,105,3,-1,0,9,0
12237,51,6,1,2,0,0,0,1,9,26,565,3,-1,0,9,0
12238,45,3,1,3,0,71,0,0,9,26,138,2,-1,0,9,0
12239,26,2,1,2,0,-266,0,1,9,26,667,3,-1,0,9,0
12240,55,9,1,3,0,43,0,1,9,26,464,3,-1,0,9,0
12241,28,5,1,2,0,-7,0,1,9,26,3183,2,-1,0,9,1
12242,32,3,1,2,1,130,0,0,9,26,406,2,-1,0,9,0
12243,35,1,1,1,0,24,1,0,9,26,243,2,-1,0,9,0
12244,40,3,1,2,0,72,1,0,9,26,110,3,-1,0,9,0
12245,55,5,1,2,0,6207,1,0,9,26,113,5,-1,0,9,0
12246,55,3,1,1,0,625,0,0,9,26,48,4,-1,0,9,0
12247,47,7,1,2,0,0,0,0,9,26,174,8,-1,0,9,0
12248,35,7,1,1,0,4294,0,0,9,26,529,4,-1,0,9,0
12249,25,3,1,3,0,6100,1,0,9,26,45,2,-1,0,9,0
12250,34,3,1,3,0,5299,1,0,9,26,75,5,-1,0,9,0
12251,27,3,1,3,0,-413,0,1,9,27,422,6,-1,0,9,1
12252,32,5,1,2,0,187,0,1,9,27,381,3,-1,0,9,0
12253,32,5,2,2,0,-241,0,1,9,27,856,2,-1,0,9,1
12254,47,6,1,2,0,1160,1,0,9,27,59,4,-1,0,9,0
12255,44,6,1,2,0,-618,0,1,9,27,198,2,-1,0,9,0
12256,27,2,1,2,0,594,1,0,9,27,433,4,-1,0,9,0
12257,53,6,1,3,0,931,0,0,9,27,159,2,-1,0,9,0
12258,30,6,1,2,0,1487,0,1,9,27,207,3,-1,0,9,0
12259,32,3,2,9,0,291,1,1,9,27,120,6,-1,0,9,0
12260,29,2,1,1,0,-722,0,1,9,27,121,4,-1,0,9,0
12261,57,4,1,2,0,-418,0,1,9,27,95,1,-1,0,9,0
12262,30,3,1,3,0,62,0,0,9,27,213,1,-1,0,9,0
12263,32,9,1,3,0,7,0,1,9,27,110,1,-1,0,9,0
12264,53,4,1,3,0,0,0,1,9,27,747,1,-1,0,9,0
12265,26,3,1,2,0,1128,1,1,9,27,111,3,-1,0,9,0
12266,21,3,1,2,0,820,1,0,9,27,302,2,-1,0,9,0
12267,43,1,1,1,0,544,1,0,9,27,154,6,-1,0,9,0
12268,57,9,1,3,0,85,0,0,9,27,194,1,-1,0,9,0
12269,50,1,1,1,0,877,0,1,9,27,181,1,-1,0,9,0
12270,55,4,1,3,0,2,0,0,9,27,392,4,-1,0,9,0
12271,58,6,1,3,0,65,0,0,9,27,162,1,-1,0,9,0
12272,25,3,1,9,0,373,1,0,9,27,634,2,-1,0,9,0
12273,57,3,1,3,0,-238,0,0,9,27,79,1,-1,0,9,0
12274,30,3,1,2,0,1131,1,1,9,27,148,5,-1,0,9,0
12275,39,2,1,2,0,0,0,1,9,27,103,1,-1,0,9,0
12276,55,4,1,3,0,700,0,1,9,27,141,1,-1,0,9,0
12277,56,1,1,1,0,382,0,0,9,27,244,2,-1,0,9,0
12278,33,3,1,3,0,837,1,0,9,27,250,8,-1,0,9,0
12279,54,2,2,2,0,255,1,0,9,27,140,2,-1,0,9,0
12280,49,2,1,2,1,-1680,1,1,9,27,92,4,-1,0,9,0
12281,28,6,1,2,0,4,1,0,9,27,133,5,-1,0,9,0
12282,46,3,1,2,0,4,1,1,9,27,216,1,-1,0,9,0
12283,51,3,1,1,0,84,0,1,9,27,269,1,-1,0,9,0
12284,42,5,2,2,0,23,0,1,9,27,397,1,-1,0,9,0
12285,60,4,2,3,0,95,0,1,9,27,244,1,-1,0,9,0
12286,31,3,1,3,0,-423,1,1,9,27,135,2,-1,0,9,0
12287,34,2,1,2,0,2019,1,1,9,27,102,1,-1,0,9,0
12288,29,5,1,2,0,11,0,0,9,27,326,1,-1,0,9,0
12289,51,6,1,2,0,144,0,1,9,27,153,2,-1,0,9,0
12290,60,4,1,2,0,78,0,1,9,27,151,2,-1,0,9,0
12291,60,3,1,3,0,109,0,0,9,27,349,5,-1,0,9,0
12292,56,3,1,3,0,0,0,0,9,27,291,2,-1,0,9,0
12293,52,3,1,2,0,2430,1,1,9,27,185,3,-1,0,9,0
12294,41,5,2,2,0,2970,0,1,9,27,169,2,-1,0,9,0
12295,24,6,1,2,0,11,1,0,9,27,114,4,-1,0,9,0
12296,55,3,1,3,0,-79,0,1,9,27,293,3,-1,0,9,0
12297,34,5,1,2,0,-478,1,1,9,27,111,4,-1,0,9,0
12298,36,2,1,2,0,283,1,1,9,27,56,2,-1,0,9,0
12299,34,2,2,2,0,89,1,0,9,27,101,5,-1,0,9,0
12300,24,1,1,2,0,653,1,0,9,27,247,3,-1,0,9,0
12301,37,1,1,1,0,597,0,1,9,30,96,3,-1,0,9,0
12302,40,2,1,2,0,59,1,0,9,30,322,3,-1,0,9,0
12303,39,6,1,3,0,324,1,0,9,30,182,4,-1,0,9,0
12304,34,3,1,2,1,-868,1,0,9,30,198,2,-1,0,9,0
12305,52,1,1,3,0,798,1,0,9,30,123,2,-1,0,9,0
12306,56,3,1,1,0,-65,1,0,9,30,45,2,-1,0,9,0
12307,27,6,1,2,0,511,1,0,9,30,85,5,-1,0,9,0
12308,41,3,1,3,0,509,1,0,9,30,146,3,-1,0,9,0
12309,36,1,1,1,0,2239,1,1,9,30,93,3,-1,0,9,0
12310,49,5,2,2,0,2169,1,0,9,30,54,3,-1,0,9,0
12311,26,6,1,2,0,-72,1,0,9,30,82,9,-1,0,9,0
12312,42,3,2,3,0,145,0,1,9,30,27,3,-1,0,9,0
12313,51,3,1,3,0,-101,1,1,9,30,60,3,-1,0,9,0
12314,37,2,2,2,0,1309,0,1,9,30,124,2,-1,0,9,0
12315,49,5,1,2,0,12,0,0,9,30,217,2,-1,0,9,0
12316,50,3,1,2,0,3988,0,0,9,30,165,4,-1,0,9,0
12317,28,7,1,2,0,-395,1,0,9,30,141,4,-1,0,9,0
12318,35,2,1,1,0,1526,1,0,9,30,138,4,-1,0,9,0
12319,47,3,1,2,0,323,0,0,9,30,385,1,-1,0,9,0
12320,33,6,1,2,0,740,0,1,9,30,266,3,-1,0,9,0
12321,45,3,1,2,1,624,0,1,9,30,50,1,-1,0,9,0
12322,38,3,1,3,0,116,0,1,9,30,203,1,-1,0,9,0
12323,34,3,1,2,0,0,1,0,9,30,780,3,-1,0,9,0
12324,49,3,1,3,0,230,0,1,9,30,176,1,-1,0,9,0
12325,37,7,1,1,0,0,0,1,9,30,202,1,-1,0,9,0
12326,45,5,1,2,0,-342,0,1,9,30,158,1,-1,0,9,0
12327,44,5,1,2,1,0,0,1,9,30,76,3,-1,0,9,0
12328,33,3,1,3,0,276,0,0,9,30,224,2,-1,0,9,0
12329,55,1,1,1,0,0,0,0,9,30,111,2,-1,0,9,0
12330,56,2,1,1,0,3082,1,1,9,30,444,3,-1,0,9,0
12331,40,5,1,2,0,220,1,0,9,30,69,3,-1,0,9,0
12332,27,3,1,3,0,1128,1,0,9,30,88,4,-1,0,9,0
12333,57,4,1,2,0,0,0,1,9,30,104,2,-1,0,9,0
12334,39,2,1,2,0,-54,1,1,9,30,252,4,-1,0,9,0
12335,49,5,1,2,0,2062,0,0,9,30,132,4,-1,0,9,0
12336,34,6,1,2,0,66,0,1,9,30,450,2,-1,0,9,0
12337,59,4,1,2,1,49,0,1,9,1,602,4,-1,0,9,0
12338,41,6,1,2,0,138,1,0,9,1,136,3,-1,0,9,0
12339,30,3,1,2,0,365,0,0,9,1,381,4,-1,0,9,0
12340,44,5,1,1,0,10,0,0,9,1,158,2,-1,0,9,0
12341,41,3,1,2,0,75,1,0,9,1,479,9,-1,0,9,1
12342,31,3,1,2,0,652,0,1,9,1,281,3,-1,0,9,0
12343,49,2,1,1,0,503,0,0,9,1,297,2,-1,0,9,0
12344,35,2,1,2,0,251,1,1,9,1,128,3,-1,0,9,0
12345,39,3,1,2,0,971,1,1,9,1,471,3,-1,0,9,0
12346,51,5,2,2,0,-20,0,0,9,1,58,1,-1,0,9,0
12347,39,6,1,2,0,-106,0,0,9,1,60,4,-1,0,9,0
12348,35,6,1,2,0,871,1,0,9,1,108,1,-1,0,9,0
12349,54,5,1,2,0,9,0,1,9,1,140,1,-1,0,9,0
12350,59,2,1,2,0,0,0,0,9,1,249,1,-1,0,9,0
12351,57,9,1,3,0,53,0,0,9,1,215,3,-1,0,9,0
12352,39,3,2,3,0,3,0,1,9,1,625,1,-1,0,9,0
12353,29,6,1,9,0,33,0,0,9,1,161,1,-1,0,9,0
12354,40,9,1,3,0,84,0,1,9,1,428,2,-1,0,9,0
12355,43,5,1,2,0,13,0,1,9,1,119,1,-1,0,9,0
12356,41,3,1,3,0,1,0,0,9,1,117,1,-1,0,9,0
12357,45,2,1,1,0,-302,0,1,9,1,80,1,-1,0,9,0
12358,60,4,1,3,0,0,0,0,9,1,36,1,-1,0,9,0
12359,31,6,1,1,1,-90,0,1,9,1,173,1,-1,0,9,0
12360,59,2,1,2,0,6,0,1,9,1,292,1,-1,0,9,0
12361,59,2,1,2,0,358,0,0,9,1,183,2,-1,0,9,0
12362,29,6,1,2,0,1357,0,1,9,1,200,1,-1,0,9,0
12363,49,9,1,3,0,935,0,1,9,1,150,1,-1,0,9,0
12364,47,1,1,3,1,145,0,1,9,1,163,1,-1,0,9,0
12365,32,5,1,2,0,0,1,1,9,1,122,1,-1,0,9,0
12366,35,3,2,3,0,0,0,0,9,1,55,1,-1,0,9,0
12367,52,2,2,2,0,935,0,0,9,1,86,1,-1,0,9,0
12368,30,1,1,1,0,49,1,1,9,1,359,1,-1,0,9,0
12369,43,5,1,2,0,91,0,1,9,1,110,2,-1,0,9,0
12370,45,8,2,3,1,-249,1,1,9,1,92,1,-1,0,9,0
12371,28,2,1,1,0,415,0,0,9,1,86,1,-1,0,9,0
12372,41,3,1,3,0,7264,0,1,9,1,125,3,-1,0,9,0
12373,38,1,1,1,0,-585,1,0,9,1,196,4,-1,0,9,0
12374,31,5,1,2,0,43,0,0,9,1,484,1,-1,0,9,0
12375,29,7,1,1,0,392,0,1,9,1,135,1,-1,0,9,0
12376,29,2,1,1,0,975,0,0,9,1,56,1,-1,0,9,0
12377,33,5,1,1,0,205,0,0,9,1,156,2,-1,0,9,0
12378,40,6,1,2,0,-27,0,1,9,1,221,1,-1,0,9,0
12379,26,2,2,1,0,-70,0,1,9,1,1992,2,-1,0,9,0
12380,41,2,1,2,0,-147,0,1,9,1,130,1,-1,0,9,0
12381,31,1,1,1,0,84,0,1,9,1,143,1,-1,0,9,0
12382,53,2,2,2,0,173,0,1,9,1,157,1,-1,0,9,0
12383,45,2,1,1,0,2099,0,1,9,1,333,1,-1,0,9,0
12384,58,6,1,3,0,374,0,1,9,1,420,2,-1,0,9,0
12385,37,2,1,1,0,0,0,0,9,1,1135,2,-1,0,9,1
12386,47,2,2,2,0,47,0,1,9,1,224,2,-1,0,9,0
12387,55,4,1,2,0,-180,0,1,9,1,307,2,-1,0,9,0
12388,44,2,1,2,0,27,0,0,9,1,723,2,-1,0,9,0
12389,27,2,1,2,0,158,0,0,9,1,650,2,-1,0,9,1
12390,31,1,1,1,0,394,0,1,9,2,660,3,-1,0,9,0
12391,22,10,1,2,0,280,1,0,9,2,63,4,-1,0,9,0
12392,30,5,1,1,0,1717,0,1,9,2,218,2,-1,0,9,0
12393,51,3,2,3,0,-28,0,1,9,2,220,2,-1,0,9,0
12394,35,5,1,2,0,907,0,1,9,2,97,4,-1,0,9,0
12395,29,2,1,1,0,101,0,0,9,2,143,4,-1,0,9,0
12396,31,5,2,2,0,824,1,0,9,2,32,3,-1,0,9,0
12397,35,7,1,2,0,28,0,1,9,2,159,3,-1,0,9,0
12398,48,2,1,2,0,0,1,1,9,2,44,2,-1,0,9,0
12399,30,6,1,2,1,0,0,1,9,2,95,3,-1,0,9,0
12400,45,2,1,2,0,52,0,1,9,2,79,3,-1,0,9,0
12401,45,7,1,3,0,-584,1,1,9,2,306,2,-1,0,9,0
12402,50,6,1,3,0,-15,0,1,9,2,71,1,-1,0,9,0
12403,35,4,1,2,0,527,0,1,9,2,348,3,-1,0,9,0
12404,41,6,1,2,0,0,1,0,9,2,203,1,-1,0,9,0
12405,37,6,1,3,0,0,0,1,9,2,372,1,-1,0,9,0
12406,38,5,1,2,0,70,0,1,9,2,199,1,-1,0,9,0
12407,50,1,1,1,0,830,0,0,9,2,60,2,-1,0,9,0
12408,35,2,1,2,0,-51,0,0,9,2,134,2,-1,0,9,0
12409,44,2,1,2,0,1,0,1,9,2,108,3,-1,0,9,0
12410,34,6,1,2,0,0,0,1,9,2,193,4,-1,0,9,0
12411,32,3,1,2,0,-255,0,1,9,2,957,3,-1,0,9,0
12412,41,3,1,1,0,-81,0,1,9,2,83,3,-1,0,9,0
12413,33,2,1,1,0,288,1,1,9,3,343,2,-1,0,9,0
12414,45,2,2,9,1,-25,0,1,9,3,158,3,-1,0,9,0
12415,27,5,1,2,0,585,0,0,9,3,269,3,-1,0,9,0
12416,37,2,1,2,0,29,0,0,9,3,269,2,-1,0,9,0
12417,37,3,1,2,0,606,1,1,9,3,375,3,-1,0,9,0
12418,54,6,1,2,0,-165,0,1,9,3,202,1,-1,0,9,0
12419,26,6,1,2,0,549,0,0,9,3,149,1,-1,0,9,0
12420,45,3,2,2,0,-705,0,1,9,3,111,1,-1,0,9,0
12421,54,8,1,1,0,0,0,1,9,3,188,1,-1,0,9,0
12422,58,4,1,2,0,166,0,1,9,3,211,1,-1,0,9,0
12423,50,1,1,2,0,5,0,0,9,3,24,1,-1,0,9,0
12424,51,3,1,2,0,0,0,1,9,3,109,1,-1,0,9,0
12425,27,5,2,2,0,2,0,1,9,3,472,1,-1,0,9,0
12426,32,1,1,1,0,92,0,0,9,3,116,1,-1,0,9,0
12427,29,3,1,3,0,145,0,0,9,3,452,1,-1,0,9,0
12428,29,6,1,2,0,84,0,1,9,3,587,3,-1,0,9,1
12429,44,3,1,2,0,701,0,1,9,3,269,2,-1,0,9,0
12430,39,6,1,2,0,3,0,1,9,3,206,1,-1,0,9,0
12431,55,4,1,2,0,85,0,0,9,3,228,2,-1,0,9,0
12432,33,3,1,2,0,285,0,1,9,3,267,1,-1,0,9,0
12433,48,3,1,3,0,474,1,1,9,3,414,1,-1,0,9,0
12434,49,3,1,3,0,126,0,0,9,3,60,1,-1,0,9,0
12435,35,3,1,9,0,-400,1,1,9,3,85,1,-1,0,9,0
12436,57,4,1,2,0,91,0,1,9,3,256,3,-1,0,9,0
12437,53,6,2,2,1,0,0,1,9,3,172,10,-1,0,9,0
12438,58,8,1,2,0,0,0,0,9,3,84,1,-1,0,9,0
12439,34,2,1,2,0,46,1,1,9,3,412,1,-1,0,9,0
12440,52,9,1,1,0,51,0,0,9,3,88,1,-1,0,9,0
12441,56,5,1,2,0,20,0,0,9,3,130,1,-1,0,9,0
12442,34,2,1,2,0,-346,1,0,9,3,115,4,-1,0,9,0
12443,35,6,1,2,0,1659,1,0,9,3,197,1,-1,0,9,0
12444,30,1,1,1,0,0,0,1,9,3,88,1,-1,0,9,0
12445,48,1,1,1,0,31,0,1,9,3,154,1,-1,0,9,0
12446,50,5,1,2,0,-221,0,1,9,3,90,1,-1,0,9,0
12447,44,2,2,2,0,303,1,1,9,3,51,1,-1,0,9,0
12448,38,6,1,2,0,304,0,1,9,3,131,1,-1,0,9,0
12449,40,6,2,2,0,1155,0,1,9,3,251,1,-1,0,9,0
12450,44,2,1,1,0,222,1,1,9,3,89,1,-1,0,9,0
12451,33,6,1,2,0,1038,0,1,9,3,108,1,-1,0,9,0
12452,29,6,1,2,0,695,0,0,9,3,97,1,-1,0,9,0
12453,51,6,1,2,0,-800,0,0,9,3,203,1,-1,0,9,0
12454,57,3,1,3,0,47,0,1,9,3,326,1,-1,0,9,0
12455,35,2,2,2,0,2,0,0,9,3,88,1,-1,0,9,0
12456,61,4,1,2,0,313,0,1,9,3,42,1,-1,0,9,0
12457,52,3,1,2,0,184,1,0,9,3,92,1,-1,0,9,0
12458,33,6,1,2,0,114,0,1,9,3,676,1,-1,0,9,1
12459,59,4,1,9,0,140,0,1,9,3,239,1,-1,0,9,0
12460,47,3,1,3,0,-187,0,0,9,3,652,1,-1,0,9,0
12461,37,6,1,2,0,-244,0,0,9,3,178,1,-1,0,9,0
12462,49,2,2,3,0,1807,0,1,9,3,122,3,-1,0,9,0
12463,60,3,1,3,0,241,0,1,9,3,100,3,-1,0,9,0
12464,51,3,1,3,0,60,0,0,9,3,93,1,-1,0,9,0
12465,47,2,1,2,0,-149,0,1,9,3,504,1,-1,0,9,0
12466,40,3,1,2,0,-313,1,0,9,3,251,2,-1,0,9,0
12467,31,7,1,2,1,0,0,1,9,3,327,3,-1,0,9,0
12468,38,1,1,2,0,93,0,0,9,3,515,2,-1,0,9,0
12469,54,2,1,2,0,42,0,1,9,3,389,2,-1,0,9,0
12470,45,6,2,2,0,-179,0,0,9,3,155,2,-1,0,9,0
12471,47,5,1,2,0,1156,0,1,9,3,74,5,-1,0,9,0
12472,34,3,1,2,0,277,0,1,9,3,225,2,-1,0,9,0
12473,54,4,1,2,0,-488,0,1,9,3,172,2,-1,0,9,0
12474,56,3,1,2,0,938,0,1,9,3,202,2,-1,0,9,0
12475,57,2,1,2,0,253,0,1,9,3,230,3,-1,0,9,0
12476,42,5,1,2,0,506,1,1,9,3,277,2,-1,0,9,0
12477,34,3,1,3,0,0,0,0,9,3,746,4,-1,0,9,0
12478,27,5,1,2,0,-435,0,0,9,3,935,2,-1,0,9,0
12479,51,3,2,9,0,0,0,1,9,3,167,11,-1,0,9,0
12480,30,3,1,1,0,-130,1,1,9,3,194,2,-1,0,9,0
12481,44,3,1,2,0,978,0,0,9,3,385,6,-1,0,9,0
12482,33,2,1,2,0,0,0,0,9,3,1106,2,-1,0,9,0
12483,36,2,1,9,0,88,1,1,9,4,124,2,-1,0,9,0
12484,56,1,2,1,0,94,0,0,9,4,121,1,-1,0,9,0
