,Unnamed: 0,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,age_category
5137,5152,34,3,1,3,0,245,1,0,9,21,5.0,21,3,-1,0,9,0,1
5138,5153,35,3,1,3,0,49,1,0,9,21,5.0,234,2,-1,0,9,0,1
5139,5154,30,2,1,2,0,4733,1,0,9,21,5.0,81,2,-1,0,9,0,1
5140,5155,36,3,1,3,0,0,1,0,9,21,5.0,59,2,-1,0,9,0,1
5141,5156,26,1,1,1,0,1284,1,0,9,21,5.0,97,8,-1,0,9,0,1
5142,5157,44,4,1,3,0,779,1,0,9,21,5.0,233,3,-1,0,9,0,1
5143,5158,23,3,1,3,0,965,1,0,9,21,5.0,1161,4,-1,0,9,0,1
5144,5159,36,3,2,2,0,625,1,0,9,21,5.0,265,2,-1,0,9,0,1
5145,5160,39,3,1,3,0,568,1,0,9,21,5.0,173,3,-1,0,9,0,1
5146,5161,49,3,1,2,0,913,1,1,9,21,5.0,178,3,-1,0,9,0,1
5147,5162,38,3,1,2,0,622,1,0,9,21,5.0,611,2,-1,0,9,1,1
5148,5163,51,1,1,2,0,140,1,0,9,21,5.0,45,10,-1,0,9,0,1
5149,5164,25,6,1,2,0,-61,1,0,9,21,5.0,203,2,-1,0,9,0,1
5150,5165,39,2,1,2,0,4441,1,0,9,21,5.0,86,2,-1,0,9,0,1
5151,5166,31,3,1,2,0,1138,1,1,9,21,5.0,254,3,-1,0,9,0,1
5152,5167,37,1,1,1,0,0,1,1,9,21,5.0,72,5,-1,0,9,0,1
5153,5168,27,2,1,2,0,-147,1,1,9,21,5.0,239,4,-1,0,9,0,1
5154,5169,32,3,1,3,0,159,1,0,9,21,5.0,207,3,-1,0,9,0,1
5155,5170,34,3,1,3,0,336,1,0,9,21,5.0,713,4,-1,0,9,0,1
5156,5171,46,3,1,2,0,2173,1,0,9,21,5.0,98,5,-1,0,9,0,1
5157,5172,37,3,1,3,0,1455,1,0,9,21,5.0,165,2,-1,0,9,0,1
5158,5173,36,3,1,2,0,439,1,0,9,21,5.0,260,5,-1,0,9,0,1
5159,5174,32,3,1,2,0,783,1,0,9,21,5.0,923,3,-1,0,9,1,1
5160,5175,31,3,1,3,0,-280,0,0,9,21,5.0,281,3,-1,0,9,0,1
5161,5176,53,3,1,2,0,1023,1,0,9,21,5.0,150,3,-1,0,9,0,1
5162,5177,33,2,2,2,0,4369,1,0,9,21,5.0,433,3,-1,0,9,0,1
5163,5178,30,3,1,2,0,144,1,0,9,21,5.0,202,3,-1,0,9,0,1
5164,5179,31,9,1,2,0,540,0,0,9,21,5.0,227,3,-1,0,9,0,1
5165,5180,38,3,1,3,0,-5,1,0,9,21,5.0,30,12,-1,0,9,0,1
5166,5181,30,3,1,2,0,906,1,1,9,21,5.0,218,7,-1,0,9,0,1
5167,5182,49,3,1,2,0,1568,0,0,9,21,5.0,206,6,-1,0,9,0,1
5168,5183,44,3,1,3,0,858,1,0,9,21,5.0,362,5,-1,0,9,0,1
5169,5184,32,1,1,1,0,3696,0,0,9,21,5.0,315,3,-1,0,9,0,1
5170,5185,56,5,1,2,0,3784,0,0,9,21,5.0,672,6,-1,0,9,0,1
5171,5186,34,3,1,2,0,3119,1,0,9,21,5.0,250,4,-1,0,9,0,1
5172,5187,27,3,1,3,0,1518,1,0,9,21,5.0,700,3,-1,0,9,0,1
5173,5188,47,6,1,9,0,4822,1,0,9,21,5.0,154,5,-1,0,9,0,1
5174,5189,35,6,1,2,0,0,1,0,9,21,5.0,190,5,-1,0,9,0,1
5175,5190,40,1,1,1,0,1393,1,0,9,21,5.0,20,8,-1,0,9,0,1
5176,5191,30,3,1,3,0,1023,1,0,9,21,5.0,168,3,-1,0,9,0,1
5177,5192,48,1,1,1,0,4191,0,0,9,21,5.0,363,6,-1,0,9,0,1
5178,5193,39,8,1,2,0,2645,1,0,9,21,5.0,339,3,-1,0,9,0,1
5179,5194,33,3,1,2,0,0,1,0,9,21,5.0,521,3,-1,0,9,1,1
5180,5195,38,3,1,2,0,776,1,0,9,21,5.0,135,2,-1,0,9,0,1
5181,5196,33,3,1,3,0,1165,1,0,9,21,5.0,420,2,-1,0,9,0,1
5182,5197,37,1,1,1,0,412,1,0,9,21,5.0,110,4,-1,0,9,0,1
5183,5198,57,1,2,1,0,461,1,0,9,21,5.0,142,10,-1,0,9,0,1
5184,5199,36,3,1,3,0,-402,0,0,9,21,5.0,173,6,-1,0,9,0,1
5185,5200,37,1,1,1,0,1813,1,0,9,21,5.0,291,4,-1,0,9,0,1
5186,5201,32,1,1,1,0,1169,1,0,9,21,5.0,322,2,-1,0,9,0,1
5187,5202,26,3,1,2,0,0,1,0,9,21,5.0,339,10,-1,0,9,0,1
5188,5203,33,3,1,3,0,511,1,0,9,21,5.0,304,2,-1,0,9,0,1
5189,5204,46,3,1,3,0,328,1,0,9,21,5.0,526,8,-1,0,9,0,1
5190,5205,27,6,1,2,0,259,1,0,9,23,5.0,78,10,-1,0,9,0,1
5191,5206,52,3,1,3,0,126,0,0,9,23,5.0,93,4,-1,0,9,0,1
5192,5207,36,2,1,2,0,5902,1,0,9,23,5.0,219,4,-1,0,9,0,1
5193,5208,33,1,1,1,0,10,1,0,9,23,5.0,72,5,-1,0,9,0,1
5194,5209,35,1,1,1,0,3137,1,0,9,23,5.0,72,3,-1,0,9,0,1
5195,5210,35,5,1,2,0,2238,1,0,9,23,5.0,42,3,-1,0,9,0,1
5196,5211,28,7,1,2,0,131,1,0,9,23,5.0,407,14,-1,0,9,0,1
5197,5212,35,3,1,2,0,773,1,0,9,23,5.0,136,2,-1,0,9,0,1
5198,5213,30,6,1,2,0,399,1,1,9,23,5.0,158,3,-1,0,9,0,1
5199,5214,52,1,1,2,0,173,0,0,9,23,5.0,48,5,-1,0,9,0,1
5200,5215,36,3,1,2,0,690,1,0,9,23,5.0,86,2,-1,0,9,0,1
5201,5216,39,6,1,3,0,1601,1,0,9,23,5.0,201,2,-1,0,9,0,1
5202,5217,39,3,1,2,0,439,1,0,9,23,5.0,214,3,-1,0,9,0,1
5203,5218,33,1,1,2,0,3132,1,0,9,23,5.0,350,5,-1,0,9,0,1
5204,5219,32,6,1,2,0,-408,1,0,9,23,5.0,253,2,-1,0,9,0,1
5205,5220,29,5,1,2,0,265,1,0,9,23,5.0,329,2,-1,0,9,0,1
5206,5221,37,2,1,2,0,363,1,0,9,23,5.0,110,3,-1,0,9,0,1
5207,5222,43,2,1,2,0,8541,1,0,9,23,5.0,259,9,-1,0,9,0,1
5208,5223,33,2,1,2,0,486,1,0,9,23,5.0,363,2,-1,0,9,0,1
5209,5224,33,2,1,1,0,594,1,1,9,23,5.0,149,1,-1,0,9,0,1
5210,5225,32,3,1,2,1,98,0,1,9,23,5.0,174,1,-1,0,9,0,1
5211,5226,54,3,2,2,0,462,1,0,9,23,5.0,260,3,-1,0,9,0,1
5212,5227,33,3,1,2,0,372,1,0,9,23,5.0,92,1,-1,0,9,0,1
5213,5228,33,5,1,2,0,1221,1,0,9,23,5.0,245,1,-1,0,9,0,1
5214,5229,38,7,1,1,0,917,1,0,9,23,5.0,260,1,-1,0,9,0,1
5215,5230,34,1,1,1,0,0,1,0,9,23,5.0,346,1,-1,0,9,0,1
5216,5231,33,2,1,2,0,884,1,0,9,23,5.0,271,1,-1,0,9,0,1
5217,5232,32,2,1,2,0,587,1,0,9,23,5.0,203,1,-1,0,9,0,1
5218,5233,31,7,1,1,0,91,0,0,9,23,5.0,206,1,-1,0,9,0,1
5219,5234,33,3,1,3,0,165,1,0,9,23,5.0,218,1,-1,0,9,0,1
5220,5235,34,2,1,2,0,456,1,0,9,23,5.0,621,1,-1,0,9,0,1
5221,5236,35,3,1,3,0,994,1,0,9,23,5.0,1349,8,-1,0,9,1,1
5222,5237,31,2,1,1,0,1710,1,0,9,23,5.0,385,1,-1,0,9,0,1
5223,5238,33,3,1,2,0,1138,1,1,9,23,5.0,509,1,-1,0,9,0,1
5224,5239,31,3,1,2,0,360,1,0,9,23,5.0,395,1,-1,0,9,0,1
5225,5240,32,1,1,1,0,2737,1,1,9,23,5.0,38,1,-1,0,9,0,1
5226,5241,36,1,1,1,0,8564,1,0,9,23,5.0,125,1,-1,0,9,0,1
5227,5242,30,3,1,2,0,435,1,1,9,23,5.0,128,1,-1,0,9,0,1
5228,5243,43,2,1,1,0,4243,1,0,9,23,5.0,30,10,-1,0,9,0,1
5229,5244,55,3,1,2,0,989,1,1,9,23,5.0,246,4,-1,0,9,0,1
5230,5245,31,2,1,2,0,1186,1,0,9,23,5.0,136,1,-1,0,9,0,1
5231,5246,32,3,1,3,0,1261,1,0,9,23,5.0,132,1,-1,0,9,0,1
5232,5247,33,3,1,2,0,25,1,0,9,23,5.0,3,3,-1,0,9,0,1
5233,5248,31,3,1,3,0,206,1,0,9,23,5.0,1171,1,-1,0,9,0,1
5234,5249,35,2,1,2,0,11423,1,0,9,23,5.0,107,1,-1,0,9,0,1
5235,5250,30,3,1,3,0,184,1,0,9,23,5.0,217,1,-1,0,9,0,1
5236,5251,35,7,2,1,0,1354,1,0,9,23,5.0,736,2,-1,0,9,1,1
5237,5252,29,7,1,1,0,751,1,0,9,23,5.0,121,2,-1,0,9,0,1
5238,5253,36,3,1,3,0,711,1,0,9,23,5.0,154,2,-1,0,9,0,1
5239,5254,37,3,1,2,0,453,1,1,9,23,5.0,98,1,-1,0,9,0,1
5240,5255,32,2,1,1,0,1129,1,0,9,23,5.0,189,1,-1,0,9,0,1
5241,5256,33,3,1,3,0,237,1,0,9,23,5.0,89,1,-1,0,9,0,1
5242,5257,34,6,1,2,0,1239,1,0,9,23,5.0,164,1,-1,0,9,0,1
5243,5258,37,2,1,2,0,0,1,0,9,23,5.0,412,6,-1,0,9,0,1
5244,5259,33,3,1,3,0,392,1,0,9,23,5.0,302,1,-1,0,9,0,1
5245,5260,34,3,1,3,0,2490,1,0,9,23,5.0,192,1,-1,0,9,0,1
5246,5261,37,2,1,2,0,6714,1,0,9,23,5.0,90,1,-1,0,9,0,1
5247,5262,31,3,1,2,0,873,1,0,9,23,5.0,145,4,-1,0,9,0,1
5248,5263,34,2,1,2,0,1464,1,0,9,23,5.0,350,1,-1,0,9,0,1
5249,5264,35,3,1,3,0,90,1,0,9,23,5.0,203,1,-1,0,9,0,1
5250,5265,31,3,1,2,0,714,1,0,9,23,5.0,254,1,-1,0,9,0,1
5251,5266,33,3,1,3,0,463,1,0,9,23,5.0,230,1,-1,0,9,0,1
5252,5267,40,7,1,2,0,1516,1,1,9,23,5.0,373,1,-1,0,9,0,1
5253,5268,31,3,1,2,0,509,1,0,9,23,5.0,183,1,-1,0,9,0,1
5254,5269,30,2,1,2,0,207,1,0,9,23,5.0,72,2,-1,0,9,0,1
5255,5270,30,1,1,1,0,3967,1,0,9,23,5.0,534,1,-1,0,9,0,1
5256,5271,37,3,1,3,0,3517,1,0,9,23,5.0,445,1,-1,0,9,0,1
5257,5272,38,6,1,2,0,435,1,0,9,23,5.0,193,2,-1,0,9,0,1
5258,5273,33,3,1,2,0,6227,1,0,9,23,5.0,76,2,-1,0,9,0,1
5259,5274,34,2,1,2,0,1092,0,0,9,23,5.0,268,1,-1,0,9,0,1
5260,5275,35,6,2,2,0,394,1,0,9,23,5.0,154,1,-1,0,9,0,1
5261,5276,30,3,1,2,0,239,1,0,9,23,5.0,785,1,-1,0,9,1,1
5262,5277,40,3,1,3,1,-509,1,0,9,23,5.0,298,1,-1,0,9,0,1
5263,5278,31,6,1,2,0,-32,1,0,9,23,5.0,157,1,-1,0,9,0,1
5264,5279,32,1,1,1,0,11315,0,0,9,23,5.0,286,1,-1,0,9,0,1
5265,5280,31,6,1,2,0,1273,1,0,9,23,5.0,442,1,-1,0,9,0,1
5266,5281,30,6,1,2,0,1649,1,0,9,23,5.0,206,1,-1,0,9,0,1
5267,5282,34,6,1,2,0,84,1,0,9,23,5.0,299,1,-1,0,9,0,1
5268,5283,30,3,1,2,0,278,1,1,9,23,5.0,1073,1,-1,0,9,1,1
5269,5284,32,6,1,2,0,2459,1,1,9,23,5.0,162,1,-1,0,9,0,1
5270,5285,31,2,1,2,0,4941,1,0,9,23,5.0,504,1,-1,0,9,0,1
5271,5286,34,3,2,2,0,3798,1,0,9,23,5.0,488,1,-1,0,9,0,1
5272,5287,30,3,1,3,0,597,1,0,9,23,5.0,190,1,-1,0,9,0,1
5273,5288,32,1,1,2,0,-32,1,0,9,23,5.0,139,1,-1,0,9,0,1
5274,5289,37,5,1,2,0,525,1,0,9,23,5.0,425,1,-1,0,9,0,1
5275,5290,33,7,1,1,0,416,1,1,9,23,5.0,290,1,-1,0,9,0,1
5276,5291,31,5,1,2,0,680,1,0,9,23,5.0,152,1,-1,0,9,0,1
5277,5292,37,5,2,1,0,4303,1,0,9,23,5.0,168,1,-1,0,9,0,1
5278,5293,32,1,1,1,0,3050,1,0,9,23,5.0,298,1,-1,0,9,0,1
5279,5294,34,3,1,2,0,750,1,0,9,23,5.0,204,1,-1,0,9,0,1
5280,5295,34,5,1,2,0,5547,1,0,9,23,5.0,313,1,-1,0,9,0,1
5281,5296,35,1,1,1,0,643,1,0,9,23,5.0,322,1,-1,0,9,0,1
5282,5297,33,2,2,1,0,-386,1,0,9,23,5.0,530,1,-1,0,9,0,1
5283,5298,31,1,1,1,0,5889,1,0,9,23,5.0,237,1,-1,0,9,0,1
5284,5299,32,6,1,2,0,207,1,0,9,23,5.0,360,1,-1,0,9,0,1
5285,5300,32,10,1,2,0,1883,1,0,9,23,5.0,57,1,-1,0,9,0,1
5286,5301,32,3,1,3,0,697,1,0,9,23,5.0,700,1,-1,0,9,0,1
5287,5302,31,7,1,1,0,14692,1,0,9,23,5.0,601,1,-1,0,9,0,1
5288,5303,30,3,1,3,0,595,1,0,9,23,5.0,231,1,-1,0,9,0,1
5289,5304,30,1,1,1,0,1243,1,0,9,23,5.0,135,1,-1,0,9,0,1
5290,5305,41,7,1,1,0,-326,1,1,9,23,5.0,86,2,-1,0,9,0,1
5291,5306,33,1,1,1,0,17946,1,0,9,23,5.0,256,1,-1,0,9,0,1
5292,5307,34,5,2,2,0,2144,1,0,9,23,5.0,157,1,-1,0,9,0,1
5293,5308,39,1,1,2,0,1410,1,0,9,23,5.0,55,1,-1,0,9,0,1
5294,5309,33,1,1,9,0,18347,1,0,9,23,5.0,415,1,-1,0,9,0,1
5295,5310,33,2,1,2,0,177,1,0,9,23,5.0,293,1,-1,0,9,0,1
5296,5311,22,3,1,2,0,0,1,0,9,23,5.0,816,2,-1,0,9,0,1
5297,5312,35,2,1,2,0,291,0,0,9,23,5.0,100,1,-1,0,9,0,1
5298,5313,34,5,1,2,0,1880,1,0,9,23,5.0,297,1,-1,0,9,0,1
5299,5314,31,1,1,1,0,7,1,0,9,23,5.0,191,1,-1,0,9,0,1
5300,5315,39,2,1,1,0,21,1,0,9,23,5.0,58,1,-1,0,9,0,1
5301,5316,30,1,1,1,0,136,1,0,9,23,5.0,152,1,-1,0,9,0,1
5302,5317,36,2,1,2,0,9068,1,0,9,23,5.0,98,1,-1,0,9,0,1
5303,5318,31,3,1,2,0,159,1,0,9,23,5.0,533,1,-1,0,9,0,1
5304,5319,42,6,1,3,0,2557,1,0,9,23,5.0,28,3,-1,0,9,0,1
5305,5320,39,2,1,2,0,287,1,0,9,23,5.0,63,1,-1,0,9,0,1
5306,5321,25,10,1,2,0,1765,1,0,9,23,5.0,135,2,-1,0,9,0,1
5307,5322,34,3,1,3,0,571,1,0,9,23,5.0,202,2,-1,0,9,0,1
5308,5323,31,5,1,1,0,0,1,1,9,23,5.0,181,1,-1,0,9,0,1
5309,5324,35,2,1,2,0,700,1,0,9,23,5.0,240,2,-1,0,9,0,1
5310,5325,44,3,1,9,0,0,1,0,9,23,5.0,354,4,-1,0,9,0,1
5311,5326,28,3,1,2,0,59,1,1,9,23,5.0,293,2,-1,0,9,0,1
5312,5327,28,2,1,1,0,370,1,0,9,23,5.0,108,5,-1,0,9,0,1
5313,5328,31,3,1,1,0,0,1,0,9,23,5.0,275,2,-1,0,9,0,1
5314,5329,32,3,1,3,0,225,1,0,9,23,5.0,23,1,-1,0,9,0,1
5315,5330,36,5,1,2,0,-118,1,1,9,23,5.0,263,2,-1,0,9,0,1
5316,5331,32,2,1,1,0,390,1,0,9,23,5.0,85,1,-1,0,9,0,1
5317,5332,37,1,1,1,0,1379,1,0,9,23,5.0,319,3,-1,0,9,0,1
5318,5333,36,3,1,2,0,1168,1,0,9,23,5.0,242,3,-1,0,9,0,1
5319,5334,41,4,1,2,0,287,0,0,9,23,5.0,236,2,-1,0,9,0,1
5320,5335,32,3,1,2,0,2549,1,0,9,23,5.0,246,3,-1,0,9,0,1
5321,5336,34,5,1,2,0,79,1,0,9,23,5.0,83,1,-1,0,9,0,1
5322,5337,31,1,1,1,0,0,1,0,9,23,5.0,391,1,-1,0,9,0,1
5323,5338,32,3,1,3,0,827,1,0,9,23,5.0,230,2,-1,0,9,0,1
5324,5339,39,1,1,1,0,12,1,0,9,23,5.0,130,1,-1,0,9,0,1
5325,5340,36,3,1,3,0,973,1,1,9,23,5.0,293,1,-1,0,9,0,1
5326,5341,34,9,1,2,0,1408,1,0,9,23,5.0,245,1,-1,0,9,0,1
5327,5342,34,3,1,2,0,2495,1,0,9,23,5.0,924,1,-1,0,9,1,1
5328,5343,35,1,1,2,0,339,1,0,9,23,5.0,317,1,-1,0,9,0,1
5329,5344,32,2,1,2,0,0,1,0,9,23,5.0,134,2,-1,0,9,0,1
5330,5345,36,3,1,2,0,520,1,0,9,23,5.0,110,2,-1,0,9,0,1
5331,5346,40,6,2,2,0,5745,1,1,9,23,5.0,37,1,-1,0,9,0,1
5332,5347,36,3,1,2,0,222,1,0,9,23,5.0,188,1,-1,0,9,0,1
5333,5348,33,7,1,1,0,-355,1,0,9,23,5.0,911,2,-1,0,9,0,1
5334,5349,31,1,2,1,0,1804,1,0,9,23,5.0,206,1,-1,0,9,0,1
5335,5350,30,3,1,2,0,253,1,0,9,23,5.0,160,2,-1,0,9,0,1
5336,5351,33,3,1,2,0,524,1,0,9,23,5.0,156,2,-1,0,9,0,1
5337,5352,29,5,1,2,0,132,0,0,9,23,5.0,314,3,-1,0,9,0,1
5338,5353,36,1,2,1,1,-1,1,1,9,23,5.0,268,1,-1,0,9,0,1
5339,5354,47,2,1,2,0,-401,1,0,9,23,5.0,78,1,-1,0,9,0,1
5340,5355,32,3,1,3,0,410,1,0,9,23,5.0,115,2,-1,0,9,0,1
5341,5356,32,2,1,2,0,3155,1,0,9,23,5.0,99,3,-1,0,9,0,1
5342,5357,50,2,1,1,0,247,0,0,9,23,5.0,173,1,-1,0,9,0,1
5343,5358,41,1,1,1,0,16,0,0,9,23,5.0,95,1,-1,0,9,0,1
5344,5359,29,9,1,2,0,823,1,0,9,23,5.0,14,2,-1,0,9,0,1
5345,5360,24,5,1,1,0,1141,1,0,9,23,5.0,230,1,-1,0,9,0,1
5346,5361,56,3,1,3,0,246,1,0,9,23,5.0,438,1,-1,0,9,0,1
5347,5362,55,3,1,9,0,-102,1,0,9,23,5.0,35,1,-1,0,9,0,1
5348,5363,32,1,1,1,0,151,0,0,9,23,5.0,111,2,-1,0,9,0,1
5349,5364,32,2,1,1,0,1212,1,0,9,23,5.0,463,2,-1,0,9,0,1
5350,5365,56,4,1,2,0,397,1,0,9,23,5.0,252,1,-1,0,9,0,1
5351,5366,32,7,1,3,0,-6,0,0,9,23,5.0,881,2,-1,0,9,0,1
5352,5367,28,3,1,2,0,56,1,0,9,23,5.0,66,1,-1,0,9,0,1
5353,5368,34,3,1,2,0,1156,1,0,9,23,5.0,234,2,-1,0,9,0,1
5354,5369,36,3,1,3,0,-327,1,1,9,23,5.0,691,1,-1,0,9,0,1
5355,5370,26,10,1,1,0,1570,1,0,9,23,5.0,81,1,-1,0,9,0,1
5356,5371,51,1,2,2,0,-175,1,1,9,23,5.0,270,1,-1,0,9,0,1
5357,5372,43,2,2,2,0,353,1,0,9,23,5.0,153,1,-1,0,9,0,1
5358,5373,42,5,1,2,0,61,1,0,9,23,5.0,65,1,-1,0,9,0,1
5359,5374,31,1,1,1,0,-1206,1,0,9,23,5.0,390,1,-1,0,9,0,1
5360,5375,29,3,1,2,0,208,1,0,9,23,5.0,249,1,-1,0,9,0,1
5361,5376,28,3,1,2,0,38,1,0,9,23,5.0,31,1,-1,0,9,0,1
5362,5377,52,5,2,2,0,-209,1,1,9,23,5.0,161,1,-1,0,9,0,1
5363,5378,44,2,2,9,0,759,1,0,9,23,5.0,397,1,-1,0,9,0,1
5364,5379,38,3,1,2,0,-40,1,0,9,23,5.0,227,1,-1,0,9,0,1
5365,5380,28,3,1,3,0,4,1,0,9,23,5.0,7,1,-1,0,9,0,1
5366,5381,24,6,1,2,0,45,1,1,9,23,5.0,465,1,-1,0,9,0,1
5367,5382,29,6,1,2,0,-753,1,1,9,23,5.0,98,1,-1,0,9,0,1
5368,5383,24,2,1,2,0,820,1,0,9,23,5.0,665,1,-1,0,9,0,1
5369,5384,32,2,2,1,0,0,1,1,9,23,5.0,80,1,-1,0,9,0,1
5370,5385,27,3,1,2,0,672,1,0,9,23,5.0,164,1,-1,0,9,0,1
5371,5386,41,2,1,1,0,-762,1,1,9,23,5.0,145,1,-1,0,9,0,1
5372,5387,42,1,1,1,0,422,1,0,9,23,5.0,25,2,-1,0,9,0,1
5373,5388,25,3,1,2,0,51,1,0,9,23,5.0,76,2,-1,0,9,0,1
5374,5389,36,5,1,2,0,1601,1,0,9,23,5.0,163,3,-1,0,9,0,1
5375,5390,36,3,2,2,0,2278,1,0,9,23,5.0,152,2,-1,0,9,0,1
5376,5391,24,6,1,2,1,110,1,0,9,23,5.0,27,1,-1,0,9,0,1
5377,5392,32,2,1,1,0,539,1,1,9,23,5.0,281,2,-1,0,9,0,1
5378,5393,37,5,1,2,0,-332,1,0,9,23,5.0,284,2,-1,0,9,0,1
5379,5394,46,5,1,9,1,0,0,0,9,23,5.0,378,2,-1,0,9,0,1
5380,5395,29,5,1,2,0,468,1,1,9,23,5.0,353,1,-1,0,9,0,1
5381,5396,43,8,1,3,0,240,1,0,9,23,5.0,83,2,-1,0,9,0,1
5382,5397,30,6,1,2,0,2,0,1,9,23,5.0,50,3,-1,0,9,0,1
5383,5398,33,6,2,2,1,339,1,0,9,23,5.0,496,4,-1,0,9,0,1
5384,5399,46,1,1,2,0,295,1,0,9,23,5.0,141,6,-1,0,9,0,1
5385,5400,54,2,1,2,0,7252,0,0,9,23,5.0,139,2,-1,0,9,0,1
5386,5401,36,2,1,2,0,1109,1,0,9,23,5.0,122,5,-1,0,9,0,1
5387,5402,40,1,2,1,0,-319,1,0,9,23,5.0,59,3,-1,0,9,0,1
5388,5403,34,2,1,2,0,5553,1,0,9,23,5.0,258,5,-1,0,9,0,1
5389,5404,30,6,1,2,0,187,1,0,9,23,5.0,110,1,-1,0,9,0,1
5390,5405,30,3,1,2,0,2080,1,0,9,23,5.0,466,2,-1,0,9,0,1
5391,5406,45,1,1,1,0,-319,1,0,9,23,5.0,254,1,-1,0,9,0,1
5392,5407,25,3,1,3,0,-221,1,0,9,23,5.0,250,1,-1,0,9,0,1
5393,5408,28,6,1,2,0,2114,0,1,9,23,5.0,79,1,-1,0,9,0,1
5394,5409,30,3,1,3,0,4009,1,0,9,23,5.0,260,4,-1,0,9,0,1
5395,5410,35,5,2,2,0,579,1,0,9,23,5.0,250,3,-1,0,9,0,1
5396,5411,48,2,1,2,0,3142,0,0,9,23,5.0,563,1,-1,0,9,0,1
5397,5412,35,3,1,9,0,-205,1,0,9,23,5.0,147,14,-1,0,9,0,1
5398,5413,30,3,1,2,0,79,0,0,9,23,5.0,125,3,-1,0,9,0,1
5399,5414,38,2,1,2,0,-591,1,0,9,23,5.0,71,1,-1,0,9,0,1
5400,5415,55,2,1,1,0,440,0,0,9,23,5.0,556,1,-1,0,9,0,1
5401,5416,32,3,2,9,1,-274,1,1,9,23,5.0,456,2,-1,0,9,0,1
5402,5417,45,6,1,2,0,0,1,1,9,23,5.0,268,1,-1,0,9,0,1
5403,5418,35,2,1,1,0,2043,1,1,9,23,5.0,159,2,-1,0,9,0,1
5404,5419,30,3,1,2,0,282,1,1,9,23,5.0,148,2,-1,0,9,0,1
5405,5420,31,1,1,1,0,-26,1,1,9,23,5.0,448,1,-1,0,9,0,1
5406,5421,46,1,1,1,0,-267,0,0,9,23,5.0,249,3,-1,0,9,0,1
5407,5422,29,1,1,1,0,368,1,0,9,23,5.0,160,1,-1,0,9,0,1
5408,5423,33,3,1,2,0,745,1,0,9,23,5.0,115,4,-1,0,9,0,1
5409,5424,49,1,1,9,0,383,1,0,9,23,5.0,290,3,-1,0,9,0,1
5410,5425,37,6,2,2,0,239,1,0,9,23,5.0,140,2,-1,0,9,0,1
5411,5426,47,6,1,2,0,382,1,0,9,23,5.0,57,4,-1,0,9,0,1
5412,5427,39,5,2,2,0,2679,1,1,9,23,5.0,811,1,-1,0,9,0,1
5413,5428,32,3,1,2,0,3,1,0,9,23,5.0,108,3,-1,0,9,0,1
5414,5429,55,2,1,9,0,4746,1,0,9,23,5.0,288,3,-1,0,9,0,1
5415,5430,41,2,1,2,0,30,0,0,9,23,5.0,1003,1,-1,0,9,0,1
5416,5431,39,8,1,2,0,-455,1,0,9,23,5.0,542,2,-1,0,9,0,1
5417,5432,30,2,1,2,0,0,1,0,9,23,5.0,541,2,-1,0,9,0,1
5418,5433,31,3,1,2,0,-78,1,1,9,23,5.0,198,2,-1,0,9,0,1
5419,5434,30,1,1,1,0,302,1,1,9,23,5.0,302,1,-1,0,9,0,1
5420,5435,44,5,1,9,0,-299,1,0,9,23,5.0,268,1,-1,0,9,0,1
5421,5436,31,8,1,1,0,1611,1,0,9,23,5.0,154,2,-1,0,9,0,1
5422,5437,34,1,1,1,0,498,1,0,9,23,5.0,216,2,-1,0,9,0,1
5423,5438,32,5,1,2,0,0,0,0,9,23,5.0,206,3,-1,0,9,0,1
5424,5439,26,8,1,1,0,454,1,1,9,23,5.0,28,18,-1,0,9,0,1
5425,5440,39,7,2,2,0,0,1,0,9,23,5.0,210,2,-1,0,9,0,1
5426,5441,35,5,2,2,0,30,0,0,9,23,5.0,186,1,-1,0,9,0,1
5427,5442,35,6,1,2,0,511,1,1,9,23,5.0,472,1,-1,0,9,0,1
5428,5443,32,5,1,2,0,127,1,0,9,23,5.0,189,2,-1,0,9,0,1
5429,5444,32,6,1,2,0,1940,1,0,9,23,5.0,215,2,-1,0,9,0,1
5430,5445,30,6,1,2,0,-108,1,0,9,23,5.0,216,1,-1,0,9,0,1
5431,5446,43,5,2,2,0,242,1,0,9,23,5.0,174,1,-1,0,9,0,1
5432,5447,29,3,1,2,0,1012,1,0,9,23,5.0,926,1,-1,0,9,0,1
5433,5448,27,5,1,2,0,-393,1,1,9,23,5.0,235,2,-1,0,9,0,1
5434,5449,27,6,1,2,0,430,1,0,9,23,5.0,116,2,-1,0,9,0,1
5435,5450,33,3,1,2,0,-825,1,0,9,23,5.0,228,2,-1,0,9,0,1
5436,5451,29,3,1,9,0,135,1,0,9,23,5.0,150,6,-1,0,9,0,1
5437,5452,28,3,1,2,0,369,1,0,9,23,5.0,411,3,-1,0,9,0,1
5438,5453,32,1,1,1,0,1522,1,0,9,23,5.0,302,3,-1,0,9,0,1
5439,5454,30,6,1,1,0,523,1,0,9,23,5.0,253,2,-1,0,9,0,1
5440,5455,39,6,1,2,0,104,1,0,9,23,5.0,138,6,-1,0,9,0,1
5441,5456,35,1,1,1,0,341,1,0,9,23,5.0,824,2,-1,0,9,0,1
5442,5457,49,3,1,3,0,3767,1,0,9,23,5.0,493,13,-1,0,9,0,1
